DateTime,Air temperature | (°C),Pressure | (atm),Wind speed | (m/s),Power generated by system | (MW),n1c,n2c,n3c
2023-03-28 14:00:00,18.154,0.984247,4.707,3.19003,0.638006,1.4355135,1.1165105
2023-03-28 15:00:00,20.496,0.984118,4.406,2.3064,0.46128,1.03788,0.80724
2023-03-28 16:00:00,22.785,0.983814,5.044,4.28663,0.857326,1.9289835,1.5003205
2023-03-28 17:00:00,24.638,0.983197,5.635,6.92143,1.384286,3.1146435,2.4225005
2023-03-28 18:00:00,25.856,0.982604,6.357,10.6679,2.13358,4.800555,3.733765
2023-03-28 19:00:00,26.576,0.981992,6.35,10.6156,2.12312,4.77702,3.71546
2023-03-28 20:00:00,26.946,0.981375,6.183,9.82952,1.965904,4.423284,3.440332
2023-03-28 21:00:00,27.103,0.980814,6.261,10.2632,2.05264,4.61844,3.59212
2023-03-28 22:00:00,26.842,0.980386,6.995,14.7329,2.94658,6.629805,5.156515
2023-03-28 23:00:00,26.049,0.980199,7.001,14.802,2.9604,6.6609,5.1807
2023-03-29 00:00:00,23.065,0.979973,7.664,19.9806,3.99612,8.99127,6.99321
2023-03-29 01:00:00,20.732,0.980037,9.893,40.7217,8.14434,18.324765,14.252595
2023-03-29 02:00:00,18.622,0.980281,9.602,38.0025,7.6005,17.101125,13.300875
2023-03-29 03:00:00,17.434,0.980405,8.89,31.6985,6.3397,14.264325,11.094475
2023-03-29 04:00:00,16.289,0.980352,7.599,20.0659,4.01318,9.029655,7.023065
2023-03-29 05:00:00,15.771,0.979967,7.891,22.3022,4.46044,10.03599,7.80577
2023-03-29 06:00:00,15.058,0.979857,7.692,20.7435,4.1487,9.334575,7.260225
2023-03-29 07:00:00,14.402,0.979922,6.678,12.9102,2.58204,5.80959,4.51857
2023-03-29 08:00:00,13.936,0.980065,5.983,8.96376,1.792752,4.033692,3.137316
2023-03-29 09:00:00,13.545,0.980063,5.858,8.34049,1.668098,3.7532205,2.9191715
2023-03-29 10:00:00,13.438,0.980101,4.472,2.5345,0.5069,1.140525,0.887075
2023-03-29 11:00:00,13.262,0.980237,4.222,1.86688,0.373376,0.840096,0.653408
2023-03-29 12:00:00,12.47,0.98028,3.605,0,0,0,0
2023-03-29 13:00:00,14.333,0.98049,3.082,0,0,0,0
2023-03-29 14:00:00,17.174,0.980592,2.374,0,0,0,0
2023-03-29 15:00:00,19.941,0.980638,1.463,0,0,0,0
2023-03-29 16:00:00,22.518,0.980398,2.219,0,0,0,0
2023-03-29 17:00:00,24.458,0.979734,3.721,0.689001,0.1378002,0.31005045,0.24115035
2023-03-29 18:00:00,25.262,0.979239,3.456,0,0,0,0
2023-03-29 19:00:00,25.83,0.978686,2.823,0,0,0,0
2023-03-29 20:00:00,26.377,0.978176,2.323,0,0,0,0
2023-03-29 21:00:00,26.738,0.977721,2.557,0,0,0,0
2023-03-29 22:00:00,26.717,0.977469,2.999,0,0,0,0
2023-03-29 23:00:00,26.374,0.977385,2.598,0,0,0,0
2023-03-30 00:00:00,23.357,0.9774,4.824,3.48565,0.69713,1.5685425,1.2199775
2023-03-30 01:00:00,20.601,0.977739,9.244,34.4077,6.88154,15.483465,12.042695
2023-03-30 02:00:00,18.457,0.978182,7.536,19.4145,3.8829,8.736525,6.795075
2023-03-30 03:00:00,17.176,0.978171,5.223,5.09777,1.019554,2.2939965,1.7842195
2023-03-30 04:00:00,16.554,0.977986,4.833,3.55198,0.710396,1.598391,1.243193
2023-03-30 05:00:00,16.283,0.977585,3.953,1.2451,0.24902,0.560295,0.435785
2023-03-30 06:00:00,16.349,0.977543,3.221,0,0,0,0
2023-03-30 07:00:00,17.607,0.977636,2.311,0,0,0,0
2023-03-30 08:00:00,17.063,0.977729,3.463,0,0,0,0
2023-03-30 09:00:00,16.323,0.977658,4.133,1.59303,0.318606,0.7168635,0.5575605
2023-03-30 10:00:00,15.369,0.977904,5.074,4.5295,0.9059,2.038275,1.585325
2023-03-30 11:00:00,15.135,0.978151,4.45,2.41569,0.483138,1.0870605,0.8454915
2023-03-30 12:00:00,15.237,0.978156,4.116,1.56464,0.312928,0.704088,0.547624
2023-03-30 13:00:00,17.019,0.978452,3.495,0,0,0,0
2023-03-30 14:00:00,18.725,0.978459,2.775,0,0,0,0
2023-03-30 15:00:00,20.419,0.9784,2.977,0,0,0,0
2023-03-30 16:00:00,22.62,0.978084,5.746,7.22304,1.444608,3.250368,2.528064
2023-03-30 17:00:00,23.241,0.977613,5.851,8.03695,1.60739,3.6166275,2.8129325
2023-03-30 18:00:00,23.824,0.976789,4.016,1.34729,0.269458,0.6062805,0.4715515
2023-03-30 19:00:00,24.548,0.976021,3.75,0.811357,0.1622714,0.36511065,0.28397495
2023-03-30 20:00:00,23.441,0.975706,6.228,10.2232,2.04464,4.60044,3.57812
2023-03-30 21:00:00,23.199,0.975364,6.002,8.8341,1.76682,3.975345,3.091935
2023-03-30 22:00:00,23.348,0.974942,5.513,6.24343,1.248686,2.8095435,2.1852005
2023-03-30 23:00:00,22.354,0.974935,5.621,6.89272,1.378544,3.101724,2.412452
2023-03-31 00:00:00,21.473,0.974834,4.859,3.63192,0.726384,1.634364,1.271172
2023-03-31 01:00:00,19.493,0.97525,6.114,9.61955,1.92391,4.3287975,3.3668425
2023-03-31 02:00:00,18.344,0.975322,4.487,2.53292,0.506584,1.139814,0.886522
2023-03-31 03:00:00,17.834,0.975514,3.693,0.731706,0.1463412,0.3292677,0.2560971
2023-03-31 04:00:00,17.947,0.97559,4.52,2.49177,0.498354,1.1212965,0.8721195
2023-03-31 05:00:00,17.189,0.975197,6.375,10.7326,2.14652,4.82967,3.75641
2023-03-31 06:00:00,16.158,0.975248,6.327,10.7499,2.14998,4.837455,3.762465
2023-03-31 07:00:00,16.271,0.975371,5.865,8.25005,1.65001,3.7125225,2.8875175
2023-03-31 08:00:00,16.587,0.975462,4.985,4.13117,0.826234,1.8590265,1.4459095
2023-03-31 09:00:00,16.383,0.975756,4.226,1.85265,0.37053,0.8336925,0.6484275
2023-03-31 10:00:00,16.267,0.975852,2.694,0,0,0,0
2023-03-31 11:00:00,16.271,0.976208,1.597,0,0,0,0
2023-03-31 12:00:00,16.344,0.976249,2.019,0,0,0,0
2023-03-31 13:00:00,16.435,0.976415,2.623,0,0,0,0
2023-03-31 14:00:00,16.621,0.9767,2.476,0,0,0,0
2023-03-31 15:00:00,17.221,0.976708,2.041,0,0,0,0
2023-03-31 16:00:00,18.117,0.976757,1.649,0,0,0,0
2023-03-31 17:00:00,19.533,0.976479,2.301,0,0,0,0
2023-03-31 18:00:00,21.525,0.976088,2.603,0,0,0,0
2023-03-31 19:00:00,23.376,0.975572,2.046,0,0,0,0
2023-03-31 20:00:00,24.729,0.975065,2.016,0,0,0,0
2023-03-31 21:00:00,25.545,0.974624,2.938,0,0,0,0
2023-03-31 22:00:00,25.925,0.974165,4.028,1.32907,0.265814,0.5980815,0.4651745
2023-03-31 23:00:00,23.326,0.975376,5.375,5.5547,1.11094,2.499615,1.944145
2023-04-01 00:00:00,19.321,0.975108,2.764,0,0,0,0
2023-04-01 01:00:00,18.44,0.975452,4.914,3.85742,0.771484,1.735839,1.350097
2023-04-01 02:00:00,17.569,0.975594,4.921,3.72535,0.74507,1.6764075,1.3038725
2023-04-01 03:00:00,17.454,0.975739,4.686,3.03952,0.607904,1.367784,1.063832
2023-04-01 04:00:00,18.102,0.976178,2.243,0,0,0,0
2023-04-01 05:00:00,18.096,0.975459,2.939,0,0,0,0
2023-04-01 06:00:00,16.726,0.975187,1.093,0,0,0,0
2023-04-01 07:00:00,16.109,0.975087,1.834,0,0,0,0
2023-04-01 08:00:00,15.588,0.975208,4.365,2.22122,0.444244,0.999549,0.777427
2023-04-01 09:00:00,14.631,0.975326,4.482,2.54587,0.509174,1.1456415,0.8910545
2023-04-01 10:00:00,14.068,0.975361,3.28,0,0,0,0
2023-04-01 11:00:00,13.59,0.975445,3.18,0,0,0,0
2023-04-01 12:00:00,13.331,0.975468,3.125,0,0,0,0
2023-04-01 13:00:00,15.289,0.975589,3.027,0,0,0,0
2023-04-01 14:00:00,18.22,0.975644,1.58,0,0,0,0
2023-04-01 15:00:00,20.948,0.975672,1.516,0,0,0,0
2023-04-01 16:00:00,23.469,0.975479,2.452,0,0,0,0
2023-04-01 17:00:00,25.595,0.975026,3.964,1.22047,0.244094,0.5492115,0.4271645
2023-04-01 18:00:00,26.982,0.974461,4.081,1.44001,0.288002,0.6480045,0.5040035
2023-04-01 19:00:00,27.835,0.973886,4.855,3.4939,0.69878,1.572255,1.222865
2023-04-01 20:00:00,28.39,0.973506,6.066,8.96133,1.792266,4.0325985,3.1364655
2023-04-01 21:00:00,28.487,0.973034,7.075,15.1051,3.02102,6.797295,5.286785
2023-04-01 22:00:00,28.555,0.97254,6.892,13.7068,2.74136,6.16806,4.79738
2023-04-01 23:00:00,27.944,0.972353,6.785,12.9446,2.58892,5.82507,4.53061
2023-04-02 00:00:00,25.849,0.972176,8.268,24.7211,4.94422,11.124495,8.652385
2023-04-02 01:00:00,23.26,0.972228,8.661,28.494,5.6988,12.8223,9.9729
2023-04-02 02:00:00,22.394,0.972323,10.032,41.8624,8.37248,18.83808,14.65184
2023-04-02 03:00:00,21.057,0.972488,9.55,36.8124,7.36248,16.56558,12.88434
2023-04-02 04:00:00,20.361,0.972292,10.825,49.6888,9.93776,22.35996,17.39108
2023-04-02 05:00:00,18.924,0.972014,10.535,47.1999,9.43998,21.239955,16.519965
2023-04-02 06:00:00,17.926,0.972127,10.138,43.5714,8.71428,19.60713,15.24999
2023-04-02 07:00:00,17.137,0.972328,9.645,38.2447,7.64894,17.210115,13.385645
2023-04-02 08:00:00,16.441,0.972493,8.871,31.2404,6.24808,14.05818,10.93414
2023-04-02 09:00:00,15.943,0.972848,8.987,32.531,6.5062,14.63895,11.38585
2023-04-02 10:00:00,15.539,0.973207,8.456,27.2531,5.45062,12.263895,9.538585
2023-04-02 11:00:00,15.363,0.973691,7.525,19.3203,3.86406,8.694135,6.762105
2023-04-02 12:00:00,15.212,0.974153,7.337,17.9453,3.58906,8.075385,6.280855
2023-04-02 13:00:00,17.851,0.974698,6.627,12.2298,2.44596,5.50341,4.28043
2023-04-02 14:00:00,21.168,0.975138,5.106,4.22625,0.84525,1.9018125,1.4791875
2023-04-02 15:00:00,23.047,0.975341,5.625,6.36549,1.273098,2.8644705,2.2279215
2023-04-02 16:00:00,24.474,0.975267,5.407,5.3426,1.06852,2.40417,1.86991
2023-04-02 17:00:00,25.492,0.974965,5.068,4.11586,0.823172,1.852137,1.440551
2023-04-02 18:00:00,26.54,0.974784,4.807,3.24558,0.649116,1.460511,1.135953
2023-04-02 19:00:00,27.505,0.97461,4.315,1.89215,0.37843,0.8514675,0.6622525
2023-04-02 20:00:00,28.214,0.974315,3.397,0,0,0,0
2023-04-02 21:00:00,28.696,0.974052,3.167,0,0,0,0
2023-04-02 22:00:00,28.849,0.973773,2.901,0,0,0,0
2023-04-02 23:00:00,28.591,0.973815,2.882,0,0,0,0
2023-04-03 00:00:00,25.894,0.973974,3.704,0.724406,0.1448812,0.3259827,0.2535421
2023-04-03 01:00:00,22.656,0.974351,6.887,14.0509,2.81018,6.322905,4.917815
2023-04-03 02:00:00,21.342,0.974785,7.493,18.7497,3.74994,8.437365,6.562395
2023-04-03 03:00:00,19.874,0.975159,7.242,16.8884,3.37768,7.59978,5.91094
2023-04-03 04:00:00,18.566,0.975395,6.906,14.3252,2.86504,6.44634,5.01382
2023-04-03 05:00:00,17.605,0.975383,6.452,11.2717,2.25434,5.072265,3.945095
2023-04-03 06:00:00,17.055,0.975592,5.643,7.13082,1.426164,3.208869,2.495787
2023-04-03 07:00:00,16.669,0.975877,4.619,2.89467,0.578934,1.3026015,1.0131345
2023-04-03 08:00:00,15.953,0.976135,4.427,2.38721,0.477442,1.0742445,0.8355235
2023-04-03 09:00:00,15.231,0.976593,3.911,1.16407,0.232814,0.5238315,0.4074245
2023-04-03 10:00:00,14.649,0.976662,2.584,0,0,0,0
2023-04-03 11:00:00,14.092,0.97735,1.968,0,0,0,0
2023-04-03 12:00:00,13.732,0.977744,2.577,0,0,0,0
2023-04-03 13:00:00,15.974,0.978123,2.983,0,0,0,0
2023-04-03 14:00:00,18.582,0.978335,2.277,0,0,0,0
2023-04-03 15:00:00,21.005,0.978416,2.215,0,0,0,0
2023-04-03 16:00:00,23.27,0.978027,1.709,0,0,0,0
2023-04-03 17:00:00,25.282,0.977559,2.436,0,0,0,0
2023-04-03 18:00:00,26.808,0.97711,3.614,0.175958,0.0351916,0.0791811,0.0615853
2023-04-03 19:00:00,27.665,0.976722,4.196,1.70609,0.341218,0.7677405,0.5971315
2023-04-03 20:00:00,28.354,0.976267,4.814,3.3853,0.67706,1.523385,1.184855
2023-04-03 21:00:00,28.52,0.975755,4.976,3.94996,0.789992,1.777482,1.382486
2023-04-03 22:00:00,28.402,0.975445,4.765,3.24046,0.648092,1.458207,1.134161
2023-04-03 23:00:00,27.919,0.975249,4.511,2.50262,0.500524,1.126179,0.875917
2023-04-04 00:00:00,25.26,0.975188,5.469,5.93054,1.186108,2.668743,2.075689
2023-04-04 01:00:00,22.486,0.975489,9.395,35.2526,7.05052,15.86367,12.33841
2023-04-04 02:00:00,21.757,0.975522,7.2,16.2369,3.24738,7.306605,5.682915
2023-04-04 03:00:00,19.828,0.975678,6.316,10.6704,2.13408,4.80168,3.73464
2023-04-04 04:00:00,18.821,0.975892,5.812,7.93128,1.586256,3.569076,2.775948
2023-04-04 05:00:00,18.161,0.975703,4.55,2.70191,0.540382,1.2158595,0.9456685
2023-04-04 06:00:00,17.912,0.975855,4.728,3.22342,0.644684,1.450539,1.128197
2023-04-04 07:00:00,17.334,0.975998,6.54,11.661,2.3322,5.24745,4.08135
2023-04-04 08:00:00,16.545,0.975795,5.689,6.94398,1.388796,3.124791,2.430393
2023-04-04 09:00:00,16.175,0.975709,6.252,9.92532,1.985064,4.466394,3.473862
2023-04-04 10:00:00,15.128,0.975935,7.93,22.4576,4.49152,10.10592,7.86016
2023-04-04 11:00:00,14.973,0.975797,4.213,1.76362,0.352724,0.793629,0.617267
2023-04-04 12:00:00,14.722,0.975429,3.166,0,0,0,0
2023-04-04 13:00:00,16.158,0.975501,3.336,0,0,0,0
2023-04-04 14:00:00,18.662,0.975647,3.095,0,0,0,0
2023-04-04 15:00:00,20.855,0.975555,3.876,1.03154,0.206308,0.464193,0.361039
2023-04-04 16:00:00,22.423,0.975168,3.126,0,0,0,0
2023-04-04 17:00:00,24.053,0.974669,4.119,1.51403,0.302806,0.6813135,0.5299105
2023-04-04 18:00:00,25.156,0.974198,4.461,2.39926,0.479852,1.079667,0.839741
2023-04-04 19:00:00,26.09,0.973642,5.398,5.5321,1.10642,2.489445,1.936235
2023-04-04 20:00:00,25.24,0.972918,4.347,2.01941,0.403882,0.9087345,0.7067935
2023-04-04 21:00:00,23.808,0.972362,2.76,0,0,0,0
2023-04-04 22:00:00,26.066,0.971444,5.014,4.09975,0.81995,1.8448875,1.4349125
2023-04-04 23:00:00,21.705,0.972215,6.215,9.99704,1.999408,4.498668,3.498964
2023-04-05 00:00:00,19.995,0.971738,2.918,0,0,0,0
2023-04-05 01:00:00,18.524,0.971754,2.86,0,0,0,0
2023-04-05 02:00:00,17.98,0.971803,2.206,0,0,0,0
2023-04-05 03:00:00,17.497,0.971828,2.772,0,0,0,0
2023-04-05 04:00:00,17.017,0.971443,3.198,0,0,0,0
2023-04-05 05:00:00,16.651,0.971136,3.263,0,0,0,0
2023-04-05 06:00:00,17.404,0.971121,3.686,0.711715,0.142343,0.32027175,0.24910025
2023-04-05 07:00:00,17.578,0.971444,3.753,0.833729,0.1667458,0.37517805,0.29180515
2023-04-05 08:00:00,16.4,0.971571,3.762,0.853089,0.1706178,0.38389005,0.29858115
2023-04-05 09:00:00,15.719,0.971447,4.748,3.29945,0.65989,1.4847525,1.1548075
2023-04-05 10:00:00,15.125,0.97142,3.913,1.13931,0.227862,0.5126895,0.3987585
2023-04-05 11:00:00,14.5,0.971538,3.463,0,0,0,0
2023-04-05 12:00:00,14.685,0.971711,2.863,0,0,0,0
2023-04-05 13:00:00,14.765,0.971905,2.673,0,0,0,0
2023-04-05 14:00:00,14.934,0.972008,1.228,0,0,0,0
2023-04-05 15:00:00,15.451,0.972207,0.672,0,0,0,0
2023-04-05 16:00:00,18.079,0.972156,0.364,0,0,0,0
2023-04-05 17:00:00,21.561,0.971703,1.423,0,0,0,0
2023-04-05 18:00:00,23.306,0.971195,2.454,0,0,0,0
2023-04-05 19:00:00,24.453,0.970481,3.646,0.601482,0.1202964,0.2706669,0.2105187
2023-04-05 20:00:00,25.055,0.969839,5.233,4.78774,0.957548,2.154483,1.675709
2023-04-05 21:00:00,25.017,0.969276,5.225,4.68967,0.937934,2.1103515,1.6413845
2023-04-05 22:00:00,22.932,0.969301,7.586,19.2756,3.85512,8.67402,6.74646
2023-04-05 23:00:00,20.833,0.969897,8.14,23.9179,4.78358,10.763055,8.371265
2023-04-06 00:00:00,16.885,0.970972,9.856,40.4307,8.08614,18.193815,14.150745
2023-04-06 01:00:00,15.657,0.97152,11.009,51.879,10.3758,23.34555,18.15765
2023-04-06 02:00:00,15.372,0.972158,6.428,11.2636,2.25272,5.06862,3.94226
2023-04-06 03:00:00,14.632,0.972264,8.786,30.7534,6.15068,13.83903,10.76369
2023-04-06 04:00:00,13.634,0.972586,8.995,33.0773,6.61546,14.884785,11.577055
2023-04-06 05:00:00,12.218,0.972502,10.365,46.6672,9.33344,21.00024,16.33352
2023-04-06 06:00:00,11.659,0.972696,10.652,49.8138,9.96276,22.41621,17.43483
2023-04-06 07:00:00,11.052,0.973074,10.447,47.8141,9.56282,21.516345,16.734935
2023-04-06 08:00:00,10.421,0.973536,10.415,47.5334,9.50668,21.39003,16.63669
2023-04-06 09:00:00,9.701,0.974089,10.45,47.9264,9.58528,21.56688,16.77424
2023-04-06 10:00:00,9.162,0.974934,10.225,46.0597,9.21194,20.726865,16.120895
2023-04-06 11:00:00,7.416,0.975834,9.064,34.5298,6.90596,15.53841,12.08543
2023-04-06 12:00:00,7.772,0.976338,10.788,50.9109,10.18218,22.909905,17.818815
2023-04-06 13:00:00,9.114,0.977065,10.001,42.214,8.4428,18.9963,14.7749
2023-04-06 14:00:00,10.772,0.978026,7.489,18.7375,3.7475,8.431875,6.558125
2023-04-06 15:00:00,12.566,0.978787,6.668,12.3619,2.47238,5.562855,4.326665
2023-04-06 16:00:00,14.497,0.979251,6.296,10.4036,2.08072,4.68162,3.64126
2023-04-06 17:00:00,16.406,0.97929,6.671,12.3169,2.46338,5.542605,4.310915
2023-04-06 18:00:00,17.873,0.979519,7,14.7002,2.94004,6.61509,5.14507
2023-04-06 19:00:00,18.909,0.979666,7.21,16.5235,3.3047,7.435575,5.783225
2023-04-06 20:00:00,19.558,0.979833,7.241,16.8171,3.36342,7.567695,5.885985
2023-04-06 21:00:00,19.828,0.979926,7.409,18.1189,3.62378,8.153505,6.341615
2023-04-06 22:00:00,19.74,0.980127,7.509,18.7469,3.74938,8.436105,6.561415
2023-04-06 23:00:00,19.089,0.980559,7.953,22.1045,4.4209,9.947025,7.736575
2023-04-07 00:00:00,16.73,0.980957,9.677,38.3752,7.67504,17.26884,13.43132
2023-04-07 01:00:00,13.404,0.981494,10.606,48.3274,9.66548,21.74733,16.91459
2023-04-07 02:00:00,12.938,0.981886,11.814,56.1069,11.22138,25.248105,19.637415
2023-04-07 03:00:00,12.791,0.982211,13.049,57.0124,11.40248,25.65558,19.95434
2023-04-07 04:00:00,11.642,0.982582,12.829,57.264,11.4528,25.7688,20.0424
2023-04-07 05:00:00,10.758,0.982564,10.82,51.6925,10.3385,23.261625,18.092375
2023-04-07 06:00:00,9.684,0.982868,9.213,35.6016,7.12032,16.02072,12.46056
2023-04-07 07:00:00,7.652,0.983437,7.643,20.097,4.0194,9.04365,7.03395
2023-04-07 08:00:00,7.278,0.983721,7.219,16.8134,3.36268,7.56603,5.88469
2023-04-07 09:00:00,6.912,0.984192,6.519,11.6939,2.33878,5.262255,4.092865
2023-04-07 10:00:00,6.131,0.984684,6.263,10.5365,2.1073,4.741425,3.687775
2023-04-07 11:00:00,5.545,0.985266,6.505,11.861,2.3722,5.33745,4.15135
2023-04-07 12:00:00,5.359,0.985762,5.778,8.05375,1.61075,3.6241875,2.8188125
2023-04-07 13:00:00,8.151,0.986429,4.101,1.61134,0.322268,0.725103,0.563969
2023-04-07 14:00:00,11.79,0.986895,3.032,0,0,0,0
2023-04-07 15:00:00,14.983,0.987016,2.793,0,0,0,0
2023-04-07 16:00:00,17.386,0.987057,2.426,0,0,0,0
2023-04-07 17:00:00,19.15,0.986689,2.102,0,0,0,0
2023-04-07 18:00:00,20.232,0.986362,2.185,0,0,0,0
2023-04-07 19:00:00,21.021,0.986074,2.538,0,0,0,0
2023-04-07 20:00:00,21.634,0.985789,2.193,0,0,0,0
2023-04-07 21:00:00,22.014,0.985549,1.675,0,0,0,0
2023-04-07 22:00:00,22.153,0.985261,1.68,0,0,0,0
2023-04-07 23:00:00,21.961,0.985276,1.512,0,0,0,0
2023-04-08 00:00:00,19.581,0.985359,2.042,0,0,0,0
2023-04-08 01:00:00,16.076,0.985482,2.349,0,0,0,0
2023-04-08 02:00:00,15.245,0.985588,1.874,0,0,0,0
2023-04-08 03:00:00,14.654,0.985753,1.685,0,0,0,0
2023-04-08 04:00:00,13.307,0.985777,1.538,0,0,0,0
2023-04-08 05:00:00,11.908,0.985568,1.382,0,0,0,0
2023-04-08 06:00:00,11.278,0.985607,1.302,0,0,0,0
2023-04-08 07:00:00,11.198,0.985768,2.419,0,0,0,0
2023-04-08 08:00:00,10.381,0.985979,2.981,0,0,0,0
2023-04-08 09:00:00,9.698,0.986253,2.73,0,0,0,0
2023-04-08 10:00:00,9.185,0.986442,2.896,0,0,0,0
2023-04-08 11:00:00,8.688,0.986658,3.064,0,0,0,0
2023-04-08 12:00:00,8.362,0.986843,3.315,0,0,0,0
2023-04-08 13:00:00,10.727,0.986949,3.72,0.799245,0.159849,0.35966025,0.27973575
2023-04-08 14:00:00,13.505,0.987015,2.257,0,0,0,0
2023-04-08 15:00:00,15.784,0.987068,2.122,0,0,0,0
2023-04-08 16:00:00,19.06,0.986796,3.113,0,0,0,0
2023-04-08 17:00:00,21.355,0.986329,4.362,2.09087,0.418174,0.9408915,0.7318045
2023-04-08 18:00:00,22.196,0.985933,4.545,2.5533,0.51066,1.148985,0.893655
2023-04-08 19:00:00,22.924,0.985466,4.738,3.078,0.6156,1.3851,1.0773
2023-04-08 20:00:00,23.465,0.984976,5.203,4.69611,0.939222,2.1132495,1.6436385
2023-04-08 21:00:00,23.631,0.984524,5.792,7.54304,1.508608,3.394368,2.640064
2023-04-08 22:00:00,23.441,0.984168,5.946,8.35831,1.671662,3.7612395,2.9254085
2023-04-08 23:00:00,22.744,0.98408,6.162,9.9617,1.99234,4.482765,3.486595
2023-04-09 00:00:00,20.3,0.983845,7.68,20.4704,4.09408,9.21168,7.16464
2023-04-09 01:00:00,17.721,0.983993,9.106,33.9872,6.79744,15.29424,11.89552
2023-04-09 02:00:00,16.502,0.984285,8.933,32.1277,6.42554,14.457465,11.244695
2023-04-09 03:00:00,15.488,0.984361,10.233,45.2328,9.04656,20.35476,15.83148
2023-04-09 04:00:00,13.949,0.984543,10.043,42.3033,8.46066,19.036485,14.806155
2023-04-09 05:00:00,13.08,0.984228,9.502,36.6279,7.32558,16.482555,12.819765
2023-04-09 06:00:00,11.779,0.984134,8.483,27.145,5.429,12.21525,9.50075
2023-04-09 07:00:00,10.387,0.984258,8.273,25.5104,5.10208,11.47968,8.92864
2023-04-09 08:00:00,9.133,0.984304,7.836,21.8946,4.37892,9.85257,7.66311
2023-04-09 09:00:00,7.621,0.984316,7.182,16.575,3.315,7.45875,5.80125
2023-04-09 10:00:00,7.419,0.984176,7.357,18.0078,3.60156,8.10351,6.30273
2023-04-09 11:00:00,6.404,0.984217,7.57,19.831,3.9662,8.92395,6.94085
2023-04-09 12:00:00,5.231,0.984299,6.565,12.3835,2.4767,5.572575,4.334225
2023-04-09 13:00:00,8.224,0.984689,3.62,0.401534,0.0803068,0.1806903,0.1405369
2023-04-09 14:00:00,11.402,0.984822,1.323,0,0,0,0
2023-04-09 15:00:00,14.472,0.984926,0.89,0,0,0,0
2023-04-09 16:00:00,17.048,0.984798,1.652,0,0,0,0
2023-04-09 17:00:00,18.98,0.984446,2.662,0,0,0,0
2023-04-09 18:00:00,20.426,0.983968,3.146,0,0,0,0
2023-04-09 19:00:00,21.596,0.983429,3.761,0.855101,0.1710202,0.38479545,0.29928535
2023-04-09 20:00:00,21.984,0.982987,4.468,2.45369,0.490738,1.1041605,0.8587915
2023-04-09 21:00:00,22.536,0.982395,5.02,3.90263,0.780526,1.7561835,1.3659205
2023-04-09 22:00:00,22.73,0.982005,5.698,6.84052,1.368104,3.078234,2.394182
2023-04-09 23:00:00,22.57,0.981714,5.822,7.90799,1.581598,3.5585955,2.7677965
2023-04-10 00:00:00,19.053,0.981436,6.639,12.478,2.4956,5.6151,4.3673
2023-04-10 01:00:00,14.97,0.981501,6.223,10.5096,2.10192,4.72932,3.67836
2023-04-10 02:00:00,13.192,0.981715,7.4,18.7152,3.74304,8.42184,6.55032
2023-04-10 03:00:00,11.729,0.981763,7.138,16.6603,3.33206,7.497135,5.831105
2023-04-10 04:00:00,10.89,0.981706,6.99,15.5167,3.10334,6.982515,5.430845
2023-04-10 05:00:00,10.184,0.981647,5.714,7.76668,1.553336,3.495006,2.718338
2023-04-10 06:00:00,9.312,0.981669,5.355,5.76351,1.152702,2.5935795,2.0172285
2023-04-10 07:00:00,8.567,0.981732,5.207,5.16643,1.033286,2.3248935,1.8082505
2023-04-10 08:00:00,7.477,0.981941,3.954,1.29973,0.259946,0.5848785,0.4549055
2023-04-10 09:00:00,6.612,0.981908,3.283,0,0,0,0
2023-04-10 10:00:00,5.93,0.981938,2.614,0,0,0,0
2023-04-10 11:00:00,5.269,0.982196,2.563,0,0,0,0
2023-04-10 12:00:00,5.093,0.982232,2.962,0,0,0,0
2023-04-10 13:00:00,8.299,0.982438,2.825,0,0,0,0
2023-04-10 14:00:00,11.763,0.982659,2.189,0,0,0,0
2023-04-10 15:00:00,15.474,0.982642,2.714,0,0,0,0
2023-04-10 16:00:00,18.928,0.982454,3.384,0,0,0,0
2023-04-10 17:00:00,21.126,0.981934,4.851,3.61266,0.722532,1.625697,1.264431
2023-04-10 18:00:00,22.274,0.9815,7.266,16.1674,3.23348,7.27533,5.65859
2023-04-10 19:00:00,22.783,0.981053,7.186,15.7564,3.15128,7.09038,5.51474
2023-04-10 20:00:00,23.447,0.980543,7.279,16.7008,3.34016,7.51536,5.84528
2023-04-10 21:00:00,23.767,0.980172,7.508,18.827,3.7654,8.47215,6.58945
2023-04-10 22:00:00,23.317,0.980077,8.2,24.4874,4.89748,11.01933,8.57059
2023-04-10 23:00:00,22.366,0.980202,8.092,23.6175,4.7235,10.627875,8.266125
2023-04-11 00:00:00,19.144,0.980148,7.808,21.029,4.2058,9.46305,7.36015
2023-04-11 01:00:00,15.49,0.980446,9.817,39.5239,7.90478,17.785755,13.833365
2023-04-11 02:00:00,14.284,0.980982,11.355,54.3608,10.87216,24.46236,19.02628
2023-04-11 03:00:00,12.509,0.98134,12.272,57.0181,11.40362,25.658145,19.956335
2023-04-11 04:00:00,11.638,0.981568,12.822,57.2057,11.44114,25.742565,20.021995
2023-04-11 05:00:00,10.218,0.981971,12.408,57.516,11.5032,25.8822,20.1306
2023-04-11 06:00:00,8.903,0.982305,12.095,57.7114,11.54228,25.97013,20.19899
