DateTime,Air temperature | (°C),Pressure | (atm),Wind speed | (m/s),Power generated by system | (MW),n1c,n2c,n3c
2019-11-25 22:00:00,10.317,0.98149,9.021,33.9182,6.78364,15.26319,11.87137
2019-11-25 23:00:00,10.242,0.981266,9.661,39.7402,7.94804,17.88309,13.90907
2019-11-26 00:00:00,10.373,0.981146,9.652,39.6816,7.93632,17.85672,13.88856
2019-11-26 01:00:00,10.63,0.981033,9.84,41.7032,8.34064,18.76644,14.59612
2019-11-26 02:00:00,10.964,0.980943,9.744,40.5969,8.11938,18.268605,14.208915
2019-11-26 03:00:00,10.806,0.980476,10.548,49.1381,9.82762,22.112145,17.198335
2019-11-26 04:00:00,11.235,0.980124,9.576,38.7205,7.7441,17.424225,13.552175
2019-11-26 05:00:00,11.41,0.979453,9.362,36.5335,7.3067,16.440075,12.786725
2019-11-26 06:00:00,11.46,0.979225,8.331,26.7731,5.35462,12.047895,9.370585
2019-11-26 07:00:00,11.519,0.979484,6.665,12.6187,2.52374,5.678415,4.416545
2019-11-26 08:00:00,11.97,0.978824,9.175,34.9325,6.9865,15.719625,12.226375
2019-11-26 09:00:00,12.665,0.978245,10.446,47.3519,9.47038,21.308355,16.573165
2019-11-26 10:00:00,13.017,0.977852,9.741,39.7304,7.94608,17.87868,13.90564
2019-11-26 11:00:00,13.324,0.977711,9.53,36.7934,7.35868,16.55703,12.87769
2019-11-26 12:00:00,13.688,0.977417,10.156,43.2583,8.65166,19.466235,15.140405
2019-11-26 13:00:00,13.899,0.977044,8.835,30.161,6.0322,13.57245,10.55635
2019-11-26 14:00:00,14.275,0.976691,8.947,31.6667,6.33334,14.250015,11.083345
2019-11-26 15:00:00,15.548,0.976594,10.095,43.8718,8.77436,19.74231,15.35513
2019-11-26 16:00:00,16.043,0.976739,8.616,28.9345,5.7869,13.020525,10.127075
2019-11-26 17:00:00,15.314,0.976978,8.707,29.8155,5.9631,13.416975,10.435425
2019-11-26 18:00:00,13.843,0.977342,8.212,24.7856,4.95712,11.15352,8.67496
2019-11-26 19:00:00,13.578,0.977778,6.307,10.6701,2.13402,4.801545,3.734535
2019-11-26 20:00:00,13.933,0.978083,8.134,24.2602,4.85204,10.91709,8.49107
2019-11-26 21:00:00,13.243,0.978847,8.614,27.9581,5.59162,12.581145,9.785335
2019-11-26 22:00:00,12.448,0.979705,9.456,35.9551,7.19102,16.179795,12.584285
2019-11-26 23:00:00,10.975,0.980845,10.593,48.0331,9.60662,21.614895,16.811585
2019-11-27 00:00:00,10.516,0.981708,8.879,30.9249,6.18498,13.916205,10.823715
2019-11-27 01:00:00,10.057,0.982559,8.034,23.0551,4.61102,10.374795,8.069285
2019-11-27 02:00:00,9.636,0.983424,7.363,18.4061,3.68122,8.282745,6.442135
2019-11-27 03:00:00,9.13,0.984315,7.705,21.4273,4.28546,9.642285,7.499555
2019-11-27 04:00:00,8.714,0.984954,7.591,20.6243,4.12486,9.280935,7.218505
2019-11-27 05:00:00,8.326,0.985467,7.401,19.0992,3.81984,8.59464,6.68472
2019-11-27 06:00:00,7.829,0.986131,7.14,17.0097,3.40194,7.654365,5.953395
2019-11-27 07:00:00,7.214,0.986957,7.305,18.2921,3.65842,8.231445,6.402235
2019-11-27 08:00:00,6.793,0.987741,6.594,12.5734,2.51468,5.65803,4.40069
2019-11-27 09:00:00,6.212,0.988353,7.431,18.8432,3.76864,8.47944,6.59512
2019-11-27 10:00:00,5.206,0.988786,7.745,21.4864,4.29728,9.66888,7.52024
2019-11-27 11:00:00,4.758,0.98946,6.131,10.3479,2.06958,4.656555,3.621765
2019-11-27 12:00:00,4.19,0.989958,6.434,11.9821,2.39642,5.391945,4.193735
2019-11-27 13:00:00,3.799,0.990502,6.351,11.644,2.3288,5.2398,4.0754
2019-11-27 14:00:00,3.561,0.99111,6.76,14.2747,2.85494,6.423615,4.996145
2019-11-27 15:00:00,4.259,0.991592,5.91,9.01579,1.803158,4.0571055,3.1555265
2019-11-27 16:00:00,5.549,0.991862,4.75,3.50616,0.701232,1.577772,1.227156
2019-11-27 17:00:00,7.051,0.991778,4.55,2.85903,0.571806,1.2865635,1.0006605
2019-11-27 18:00:00,8.439,0.991745,4.421,2.48735,0.49747,1.1193075,0.8705725
2019-11-27 19:00:00,9.703,0.991776,4.491,2.67293,0.534586,1.2028185,0.9355255
2019-11-27 20:00:00,10.68,0.991856,4.47,2.60212,0.520424,1.170954,0.910742
2019-11-27 21:00:00,11.059,0.991789,4.242,1.96679,0.393358,0.8850555,0.6883765
2019-11-27 22:00:00,10.703,0.991843,4.026,1.45571,0.291142,0.6550695,0.5094985
2019-11-27 23:00:00,7.577,0.991883,4.89,3.79277,0.758554,1.7067465,1.3274695
2019-11-28 00:00:00,5.82,0.991962,5.968,8.85349,1.770698,3.9840705,3.0987215
2019-11-28 01:00:00,5.225,0.992158,5.758,7.93273,1.586546,3.5697285,2.7764555
2019-11-28 02:00:00,4.601,0.992301,6.022,9.50063,1.900126,4.2752835,3.3252205
2019-11-28 03:00:00,4.171,0.992293,5.898,8.94973,1.789946,4.0273785,3.1324055
2019-11-28 04:00:00,3.555,0.992091,6.907,15.3989,3.07978,6.929505,5.389615
2019-11-28 05:00:00,2.858,0.991767,7.082,16.9298,3.38596,7.61841,5.92543
2019-11-28 06:00:00,2.03,0.991694,5.945,9.15074,1.830148,4.117833,3.202759
2019-11-28 07:00:00,1.385,0.991749,5.32,5.71643,1.143286,2.5723935,2.0007505
2019-11-28 08:00:00,0.731,0.991795,5.016,4.25516,0.851032,1.914822,1.489306
2019-11-28 09:00:00,0.426,0.991521,4.52,2.63741,0.527482,1.1868345,0.9230935
2019-11-28 10:00:00,0.348,0.991345,4.947,4.11285,0.82257,1.8507825,1.4394975
2019-11-28 11:00:00,-0.186,0.991228,5.735,8.19679,1.639358,3.6885555,2.8688765
2019-11-28 12:00:00,-0.256,0.991078,6.237,11.2911,2.25822,5.080995,3.951885
2019-11-28 13:00:00,-0.243,0.990928,9.211,37.2181,7.44362,16.748145,13.026335
2019-11-28 14:00:00,1.73,0.990884,8.547,29.9628,5.99256,13.48326,10.48698
2019-11-28 15:00:00,5.031,0.990716,7.667,21.5652,4.31304,9.70434,7.54782
2019-11-28 16:00:00,7.703,0.99035,5.388,6.01444,1.202888,2.706498,2.105054
2019-11-28 17:00:00,10.091,0.989605,4.793,3.59033,0.718066,1.6156485,1.2566155
2019-11-28 18:00:00,12.077,0.988973,4.648,2.99608,0.599216,1.348236,1.048628
2019-11-28 19:00:00,13.358,0.988334,5.382,5.61124,1.122248,2.525058,1.963934
2019-11-28 20:00:00,13.973,0.987654,5.79,7.84355,1.56871,3.5295975,2.7452425
2019-11-28 21:00:00,14.131,0.987009,5.842,8.11702,1.623404,3.652659,2.840957
2019-11-28 22:00:00,13.417,0.98654,5.992,8.80669,1.761338,3.9630105,3.0823415
2019-11-28 23:00:00,9.601,0.986369,7.32,17.6452,3.52904,7.94034,6.17582
2019-11-29 00:00:00,8.686,0.986276,9.249,35.2122,7.04244,15.84549,12.32427
2019-11-29 01:00:00,8.807,0.986104,10.322,46.2936,9.25872,20.83212,16.20276
2019-11-29 02:00:00,8.541,0.986058,10.908,52.3503,10.47006,23.557635,18.322605
2019-11-29 03:00:00,8.123,0.986064,11.024,53.753,10.7506,24.18885,18.81355
2019-11-29 04:00:00,6.939,0.986067,10.736,51.8068,10.36136,23.31306,18.13238
2019-11-29 05:00:00,6.178,0.986136,10.617,51.1764,10.23528,23.02938,17.91174
2019-11-29 06:00:00,5.892,0.986318,8.376,27.925,5.585,12.56625,9.77375
2019-11-29 07:00:00,5.668,0.986639,6.795,14.1684,2.83368,6.37578,4.95894
2019-11-29 08:00:00,5.642,0.986876,7.102,16.1741,3.23482,7.278345,5.660935
2019-11-29 09:00:00,5.357,0.987057,6.053,9.58508,1.917016,4.313286,3.354778
2019-11-29 10:00:00,5.31,0.987184,4.81,3.707,0.7414,1.66815,1.29745
2019-11-29 11:00:00,5.11,0.987641,4.021,1.44773,0.289546,0.6514785,0.5067055
2019-11-29 12:00:00,4.405,0.987789,3.516,0,0,0,0
2019-11-29 13:00:00,3.448,0.988005,5.109,4.8908,0.97816,2.20086,1.71178
2019-11-29 14:00:00,4.147,0.988258,8.775,32.3293,6.46586,14.548185,11.315255
2019-11-29 15:00:00,6.686,0.988477,7.629,21.1452,4.22904,9.51534,7.40082
2019-11-29 16:00:00,8.092,0.988601,6.702,13.4725,2.6945,6.062625,4.715375
2019-11-29 17:00:00,9.392,0.988539,6.454,11.803,2.3606,5.31135,4.13105
2019-11-29 18:00:00,10.301,0.988542,6.292,11.1192,2.22384,5.00364,3.89172
2019-11-29 19:00:00,10.824,0.988518,6.453,11.7702,2.35404,5.29659,4.11957
2019-11-29 20:00:00,10.977,0.988491,6.335,11.2695,2.2539,5.071275,3.944325
2019-11-29 21:00:00,10.79,0.988435,6.109,10.0614,2.01228,4.52763,3.52149
2019-11-29 22:00:00,9.961,0.988453,6.409,11.6098,2.32196,5.22441,4.06343
2019-11-29 23:00:00,6.741,0.988799,6.727,13.8019,2.76038,6.210855,4.830665
2019-11-30 00:00:00,5.497,0.989034,9.221,36.585,7.317,16.46325,12.80475
2019-11-30 01:00:00,4.303,0.989272,10.487,49.6625,9.9325,22.348125,17.381875
2019-11-30 02:00:00,3.274,0.989352,10.969,53.895,10.779,24.25275,18.86325
2019-11-30 03:00:00,2.49,0.989396,11.214,55.8452,11.16904,25.13034,19.54582
2019-11-30 04:00:00,1.745,0.9892,11.174,56.4563,11.29126,25.405335,19.759705
2019-11-30 05:00:00,0.992,0.988881,11.232,57.1514,11.43028,25.71813,20.00299
2019-11-30 06:00:00,-0.239,0.98883,9.601,40.9048,8.18096,18.40716,14.31668
2019-11-30 07:00:00,-0.198,0.98893,6.643,13.4738,2.69476,6.06321,4.71583
2019-11-30 08:00:00,-0.243,0.989143,3.541,0,0,0,0
2019-11-30 09:00:00,-0.441,0.989289,2.372,0,0,0,0
2019-11-30 10:00:00,-0.355,0.989481,2.315,0,0,0,0
2019-11-30 11:00:00,-0.596,0.989835,2.597,0,0,0,0
2019-11-30 12:00:00,-0.931,0.99018,2.097,0,0,0,0
2019-11-30 13:00:00,-1.069,0.990533,1.955,0,0,0,0
2019-11-30 14:00:00,-0.089,0.990891,1.92,0,0,0,0
2019-11-30 15:00:00,2.962,0.991246,1.87,0,0,0,0
2019-11-30 16:00:00,5.73,0.991276,1.119,0,0,0,0
2019-11-30 17:00:00,7.761,0.991122,0.616,0,0,0,0
2019-11-30 18:00:00,9.473,0.990947,1.27,0,0,0,0
2019-11-30 19:00:00,10.842,0.990862,1.887,0,0,0,0
2019-11-30 20:00:00,11.884,0.990763,1.791,0,0,0,0
2019-11-30 21:00:00,12.439,0.990636,2.262,0,0,0,0
2019-11-30 22:00:00,11.922,0.990664,2.558,0,0,0,0
2019-11-30 23:00:00,8.439,0.990841,3.734,0.852029,0.1704058,0.38341305,0.29821015
2019-12-01 00:00:00,6.915,0.990987,4.035,1.49584,0.299168,0.673128,0.523544
2019-12-01 01:00:00,6.487,0.991227,6.202,10.3324,2.06648,4.64958,3.61634
2019-12-01 02:00:00,6.186,0.991427,8.098,24.3648,4.87296,10.96416,8.52768
2019-12-01 03:00:00,6.028,0.991414,9.1,35.3133,7.06266,15.890985,12.359655
2019-12-01 04:00:00,5.461,0.99144,9.796,42.4609,8.49218,19.107405,14.861315
2019-12-01 05:00:00,5.37,0.991153,10.374,48.7251,9.74502,21.926295,17.053785
2019-12-01 06:00:00,4.942,0.991131,9.095,35.5639,7.11278,16.003755,12.447365
2019-12-01 07:00:00,4.201,0.991269,6.231,11.0559,2.21118,4.975155,3.869565
2019-12-01 08:00:00,3.599,0.99132,4.086,1.49657,0.299314,0.6734565,0.5237995
2019-12-01 09:00:00,3.327,0.9913,3.633,0.321044,0.0642088,0.1444698,0.1123654
2019-12-01 10:00:00,2.577,0.991336,4.56,2.76179,0.552358,1.2428055,0.9666265
2019-12-01 11:00:00,2.379,0.991419,5.12,4.85607,0.971214,2.1852315,1.6996245
2019-12-01 12:00:00,2.215,0.991429,6.385,11.5965,2.3193,5.218425,4.058775
2019-12-01 13:00:00,2.176,0.991361,7.057,16.2393,3.24786,7.307685,5.683755
2019-12-01 14:00:00,3.454,0.991269,6.621,12.966,2.5932,5.8347,4.5381
2019-12-01 15:00:00,6.879,0.991198,5.54,6.87043,1.374086,3.0916935,2.4046505
2019-12-01 16:00:00,9.856,0.990717,4.469,2.60264,0.520528,1.171188,0.910924
2019-12-01 17:00:00,12.588,0.989954,5.738,7.87886,1.575772,3.545487,2.757601
2019-12-01 18:00:00,13.984,0.989308,6.136,10.0513,2.01026,4.523085,3.517955
2019-12-01 19:00:00,15.394,0.988576,6.106,9.83937,1.967874,4.4277165,3.4437795
2019-12-01 20:00:00,16.567,0.987915,5.728,7.71887,1.543774,3.4734915,2.7016045
2019-12-01 21:00:00,17.254,0.987363,6.831,13.3884,2.67768,6.02478,4.68594
2019-12-01 22:00:00,16.234,0.987002,7.525,19.0163,3.80326,8.557335,6.655705
2019-12-01 23:00:00,13.231,0.986841,8.788,30.7861,6.15722,13.853745,10.775135
2019-12-02 00:00:00,11.872,0.986671,10.278,46.0791,9.21582,20.735595,16.127685
2019-12-02 01:00:00,11.044,0.98664,11.918,56.9828,11.39656,25.64226,19.94398
2019-12-02 02:00:00,10.67,0.986677,11.714,56.5698,11.31396,25.45641,19.79943
2019-12-02 03:00:00,9.904,0.986751,11.619,56.4603,11.29206,25.407135,19.761105
2019-12-02 04:00:00,9.65,0.986641,11.529,56.0689,11.21378,25.231005,19.624115
2019-12-02 05:00:00,8.976,0.986491,10.457,47.501,9.5002,21.37545,16.62535
2019-12-02 06:00:00,8.596,0.986504,10.069,43.4841,8.69682,19.567845,15.219435
2019-12-02 07:00:00,7.927,0.986735,11.238,54.8467,10.96934,24.681015,19.196345
2019-12-02 08:00:00,7.488,0.986921,11.915,57.7188,11.54376,25.97346,20.20158
2019-12-02 09:00:00,7.335,0.986969,11.161,54.2881,10.85762,24.429645,19.000835
2019-12-02 10:00:00,7.214,0.986869,11.725,57.3729,11.47458,25.817805,20.080515
2019-12-02 11:00:00,7.351,0.986841,11.913,57.8354,11.56708,26.02593,20.24239
2019-12-02 12:00:00,7.956,0.986651,11.637,56.9232,11.38464,25.61544,19.92312
2019-12-02 13:00:00,8.165,0.986585,11.555,56.5001,11.30002,25.425045,19.775035
2019-12-02 14:00:00,8.936,0.98632,11.402,55.669,11.1338,25.05105,19.48415
2019-12-02 15:00:00,11.848,0.986,9.539,38.1236,7.62472,17.15562,13.34326
2019-12-02 16:00:00,14.639,0.985437,7.826,22.0862,4.41724,9.93879,7.73017
2019-12-02 17:00:00,16.498,0.984387,8.277,26.0424,5.20848,11.71908,9.11484
2019-12-02 18:00:00,16.868,0.983838,7.805,21.6923,4.33846,9.761535,7.592305
2019-12-02 19:00:00,17.177,0.983236,7.369,18.3431,3.66862,8.254395,6.420085
2019-12-02 20:00:00,17.835,0.982662,8.325,26.1938,5.23876,11.78721,9.16783
2019-12-02 21:00:00,17.63,0.982156,8.086,24.0867,4.81734,10.839015,8.430345
2019-12-02 22:00:00,17.252,0.981845,8.691,29.7615,5.9523,13.392675,10.416525
2019-12-02 23:00:00,17.039,0.981467,9.445,36.552,7.3104,16.4484,12.7932
2019-12-03 00:00:00,17.056,0.98132,9.748,38.4819,7.69638,17.316855,13.468665
2019-12-03 01:00:00,17.19,0.981135,10.788,49.2546,9.85092,22.16457,17.23911
2019-12-03 02:00:00,17.838,0.980739,10.865,49.7852,9.95704,22.40334,17.42482
2019-12-03 03:00:00,18.312,0.980768,10.979,51.6098,10.32196,23.22441,18.06343
2019-12-03 04:00:00,17.947,0.980778,10.933,51.3216,10.26432,23.09472,17.96256
2019-12-03 05:00:00,16.932,0.981043,10.922,49.9109,9.98218,22.459905,17.468815
2019-12-03 06:00:00,15.05,0.982303,13.292,56.5708,11.31416,25.45686,19.79978
2019-12-03 07:00:00,9.865,0.98447,12.519,57.7343,11.54686,25.980435,20.207005
2019-12-03 08:00:00,6.057,0.986018,12.262,58.5199,11.70398,26.333955,20.481965
2019-12-03 09:00:00,4.427,0.987226,10.417,47.9024,9.58048,21.55608,16.76584
2019-12-03 10:00:00,3.39,0.988337,8.334,27.0641,5.41282,12.178845,9.472435
2019-12-03 11:00:00,1.896,0.989187,8.868,32.2691,6.45382,14.521095,11.294185
2019-12-03 12:00:00,0.448,0.989912,9.77,42.1434,8.42868,18.96453,14.75019
2019-12-03 13:00:00,-0.605,0.990752,9.484,39.8003,7.96006,17.910135,13.930105
2019-12-03 14:00:00,-1.35,0.991351,7.346,19.4511,3.89022,8.752995,6.807885
2019-12-03 15:00:00,-0.798,0.991738,8.316,28.1769,5.63538,12.679605,9.861915
2019-12-03 16:00:00,0.364,0.991945,7.933,24.4224,4.88448,10.99008,8.54784
2019-12-03 17:00:00,1.844,0.991691,7.105,17.2992,3.45984,7.78464,6.05472
2019-12-03 18:00:00,3.362,0.991545,7.582,21.1523,4.23046,9.518535,7.403305
2019-12-03 19:00:00,4.547,0.991578,7.354,19.1526,3.83052,8.61867,6.70341
2019-12-03 20:00:00,5.345,0.991499,7.161,17.479,3.4958,7.86555,6.11765
2019-12-03 21:00:00,5.646,0.991392,7.225,17.952,3.5904,8.0784,6.2832
2019-12-03 22:00:00,5.229,0.991135,7.488,20.121,4.0242,9.05445,7.04235
2019-12-03 23:00:00,3.43,0.990768,8.308,27.3253,5.46506,12.296385,9.563855
2019-12-04 00:00:00,2.195,0.990418,10.038,45.7823,9.15646,20.602035,16.023805
2019-12-04 01:00:00,0.876,0.990237,9.699,42.0977,8.41954,18.943965,14.734195
2019-12-04 02:00:00,-1.161,0.990099,8.79,33.1891,6.63782,14.935095,11.616185
2019-12-04 03:00:00,-1.499,0.989813,8.528,30.2133,6.04266,13.595985,10.574655
2019-12-04 04:00:00,-2.176,0.989214,8.032,25.4125,5.0825,11.435625,8.894375
2019-12-04 05:00:00,-2.642,0.988269,7.795,23.035,4.607,10.36575,8.06225
2019-12-04 06:00:00,-2.98,0.987736,7.697,22.1726,4.43452,9.97767,7.76041
2019-12-04 07:00:00,-3.159,0.987353,6.473,12.2832,2.45664,5.52744,4.29912
2019-12-04 08:00:00,-3.267,0.986916,5.246,5.49453,1.098906,2.4725385,1.9230855
2019-12-04 09:00:00,-3.206,0.986296,3.724,0.86386,0.172772,0.388737,0.302351
2019-12-04 10:00:00,-3.556,0.985765,2.215,0,0,0,0
2019-12-04 11:00:00,-3.914,0.985384,1.87,0,0,0,0
2019-12-04 12:00:00,-4.108,0.984999,2.455,0,0,0,0
2019-12-04 13:00:00,-4.197,0.98457,3.13,0,0,0,0
2019-12-04 14:00:00,-3.339,0.984158,3.165,0,0,0,0
2019-12-04 15:00:00,-0.894,0.98388,2.283,0,0,0,0
2019-12-04 16:00:00,1.626,0.983198,1.587,0,0,0,0
2019-12-04 17:00:00,3.896,0.982293,2.273,0,0,0,0
2019-12-04 18:00:00,6.323,0.981376,3.303,0,0,0,0
2019-12-04 19:00:00,8.063,0.980359,4.022,1.42812,0.285624,0.642654,0.499842
2019-12-04 20:00:00,9.095,0.979452,3.957,1.29475,0.25895,0.5826375,0.4531625
2019-12-04 21:00:00,9.877,0.978469,4.02,1.42027,0.284054,0.6391215,0.4970945
2019-12-04 22:00:00,9.217,0.977657,4.281,2.05766,0.411532,0.925947,0.720181
2019-12-04 23:00:00,5.35,0.977326,5.905,8.77705,1.75541,3.9496725,3.0719675
2019-12-05 00:00:00,3.432,0.977011,6.454,11.8753,2.37506,5.343885,4.156355
2019-12-05 01:00:00,2.385,0.976623,7.568,20.6775,4.1355,9.304875,7.237125
2019-12-05 02:00:00,1.447,0.976285,7.32,18.695,3.739,8.41275,6.54325
2019-12-05 03:00:00,0.655,0.975758,7.83,22.9232,4.58464,10.31544,8.02312
2019-12-05 04:00:00,0.175,0.975224,8.867,33.2772,6.65544,14.97474,11.64702
2019-12-05 05:00:00,-0.426,0.974478,8.696,31.2837,6.25674,14.077665,10.949295
2019-12-05 06:00:00,-0.241,0.974073,8.116,25.5691,5.11382,11.506095,8.949185
2019-12-05 07:00:00,-0.42,0.973667,8.741,31.7609,6.35218,14.292405,11.116315
2019-12-05 08:00:00,-0.778,0.973317,8.624,30.5519,6.11038,13.748355,10.693165
2019-12-05 09:00:00,-0.357,0.972996,8.746,31.8799,6.37598,14.345955,11.157965
2019-12-05 10:00:00,-0.14,0.972632,8.394,28.2679,5.65358,12.720555,9.893765
2019-12-05 11:00:00,-0.399,0.972599,8.273,27.1328,5.42656,12.20976,9.49648
2019-12-05 12:00:00,-0.6,0.972358,8.462,28.9455,5.7891,13.025475,10.130925
2019-12-05 13:00:00,-0.858,0.972254,9.257,36.9661,7.39322,16.634745,12.938135
2019-12-05 14:00:00,0.583,0.97217,9.207,36.3729,7.27458,16.367805,12.730515
2019-12-05 15:00:00,4.837,0.972151,7.804,22.2224,4.44448,10.00008,7.77784
2019-12-05 16:00:00,7.708,0.972013,5.983,9.06495,1.81299,4.0792275,3.1727325
2019-12-05 17:00:00,9.677,0.971759,6.179,10.2537,2.05074,4.614165,3.588795
2019-12-05 18:00:00,11.081,0.971816,6.817,13.4426,2.68852,6.04917,4.70491
2019-12-05 19:00:00,12.163,0.971902,7.033,14.7633,2.95266,6.643485,5.167155
2019-12-05 20:00:00,12.78,0.972264,7.19,16.3877,3.27754,7.374465,5.735695
2019-12-05 21:00:00,12.941,0.972785,7.089,15.9255,3.1851,7.166475,5.573925
2019-12-05 22:00:00,12.402,0.973702,9.25,35.3056,7.06112,15.88752,12.35696
2019-12-05 23:00:00,9.27,0.975328,10.259,45.0513,9.01026,20.273085,15.767955
2019-12-06 00:00:00,7.009,0.976922,11.474,56.047,11.2094,25.22115,19.61645
2019-12-06 01:00:00,5.233,0.978266,10.287,47.427,9.4854,21.34215,16.59945
2019-12-06 02:00:00,3.248,0.979577,9.163,36.035,7.207,16.21575,12.61225
2019-12-06 03:00:00,1.69,0.980353,8.914,33.8315,6.7663,15.224175,11.841025
2019-12-06 04:00:00,0.742,0.980956,8.91,34.012,6.8024,15.3054,11.9042
2019-12-06 05:00:00,-0.156,0.981411,9.193,36.5599,7.31198,16.451955,12.795965
2019-12-06 06:00:00,-0.932,0.98193,9.947,43.8809,8.77618,19.746405,15.358315
2019-12-06 07:00:00,-2.066,0.982521,9.601,40.4172,8.08344,18.18774,14.14602
2019-12-06 08:00:00,-3.039,0.983128,8.582,29.7184,5.94368,13.37328,10.40144
2019-12-06 09:00:00,-3.122,0.983596,8.544,29.2413,5.84826,13.158585,10.234455
2019-12-06 10:00:00,-3.25,0.98412,8.409,27.9745,5.5949,12.588525,9.791075
2019-12-06 11:00:00,-3.561,0.985029,7.87,23.5937,4.71874,10.617165,8.257795
2019-12-06 12:00:00,-3.643,0.985561,8.469,29.2686,5.85372,13.17087,10.24401
2019-12-06 13:00:00,-3.909,0.985997,8.16,26.5137,5.30274,11.931165,9.279795
2019-12-06 14:00:00,-3.382,0.986457,6.734,14.3,2.86,6.435,5.005
2019-12-06 15:00:00,-1.372,0.986701,3.903,1.23687,0.247374,0.5565915,0.4329045
2019-12-06 16:00:00,0.787,0.986698,3.286,0,0,0,0
2019-12-06 17:00:00,2.418,0.9862,2.968,0,0,0,0
2019-12-06 18:00:00,4.176,0.985827,2.886,0,0,0,0
2019-12-06 19:00:00,6.022,0.985436,3.743,0.859034,0.1718068,0.3865653,0.3006619
2019-12-06 20:00:00,6.734,0.985044,3.635,0.636678,0.1273356,0.2865051,0.2228373
2019-12-06 21:00:00,7.311,0.984688,3.971,1.34459,0.268918,0.6050655,0.4706065
2019-12-06 22:00:00,7.056,0.984335,4.372,2.33011,0.466022,1.0485495,0.8155385
2019-12-06 23:00:00,3.846,0.984634,5.535,6.76376,1.352752,3.043692,2.367316
2019-12-07 00:00:00,2.388,0.984878,6.222,10.4817,2.09634,4.716765,3.668595
2019-12-07 01:00:00,1.706,0.985075,6.597,12.849,2.5698,5.78205,4.49715
2019-12-07 02:00:00,2.164,0.985158,7.172,17.4775,3.4955,7.864875,6.117125
2019-12-07 03:00:00,2.012,0.985146,7.987,23.7428,4.74856,10.68426,8.30998
2019-12-07 04:00:00,1.898,0.985222,8.608,29.4712,5.89424,13.26204,10.31492
2019-12-07 05:00:00,2.351,0.985142,8.606,29.5519,5.91038,13.298355,10.343165
2019-12-07 06:00:00,2.79,0.985331,8.211,26.0725,5.2145,11.732625,9.125375
2019-12-07 07:00:00,2.911,0.985662,8.06,24.534,4.9068,11.0403,8.5869
2019-12-07 08:00:00,2.92,0.985951,8.321,26.8221,5.36442,12.069945,9.387735
2019-12-07 09:00:00,3.421,0.986111,8.453,28.1168,5.62336,12.65256,9.84088
2019-12-07 10:00:00,3.453,0.986325,8.41,27.8295,5.5659,12.523275,9.740325
2019-12-07 11:00:00,3.064,0.986491,8.211,25.9708,5.19416,11.68686,9.08978
2019-12-07 12:00:00,2.866,0.98664,8.432,28.0982,5.61964,12.64419,9.83437
2019-12-07 13:00:00,2.865,0.986803,8.371,27.6412,5.52824,12.43854,9.67442
2019-12-07 14:00:00,4.706,0.986877,7.52,20.2399,4.04798,9.107955,7.083965
2019-12-07 15:00:00,5.818,0.986814,7.234,17.6446,3.52892,7.94007,6.17561
2019-12-07 16:00:00,7.847,0.98666,5.677,7.291,1.4582,3.28095,2.55185
2019-12-07 17:00:00,9.826,0.986254,4.964,4.07044,0.814088,1.831698,1.424654
2019-12-07 18:00:00,11.866,0.985832,4.573,2.73134,0.546268,1.229103,0.955969
2019-12-07 19:00:00,13.716,0.98541,5.11,4.54497,0.908994,2.0452365,1.5907395
2019-12-07 20:00:00,15.123,0.985086,5.418,5.83214,1.166428,2.624463,2.041249
2019-12-07 21:00:00,15.518,0.984582,5.335,5.36164,1.072328,2.412738,1.876574
2019-12-07 22:00:00,14.892,0.984392,5.94,8.46804,1.693608,3.810618,2.963814
2019-12-07 23:00:00,11.852,0.984531,7.175,16.47,3.294,7.4115,5.7645
2019-12-08 00:00:00,11.42,0.984719,7.352,17.7952,3.55904,8.00784,6.22832
2019-12-08 01:00:00,10.764,0.984905,9.161,34.083,6.8166,15.33735,11.92905
2019-12-08 02:00:00,10.148,0.985057,10.395,46.8047,9.36094,21.062115,16.381645
2019-12-08 03:00:00,9.972,0.98516,9.863,40.9323,8.18646,18.419535,14.326305
2019-12-08 04:00:00,10.728,0.985233,10.441,47.6116,9.52232,21.42522,16.66406
2019-12-08 05:00:00,9.8,0.985214,10.101,44.4292,8.88584,19.99314,15.55022
2019-12-08 06:00:00,10.972,0.985505,8.376,27.2613,5.45226,12.267585,9.541455
2019-12-08 07:00:00,10.193,0.985775,8.033,24.1316,4.82632,10.85922,8.44606
2019-12-08 08:00:00,10.346,0.986097,8.259,26.0762,5.21524,11.73429,9.12667
2019-12-08 09:00:00,11.358,0.986346,7.696,21.2297,4.24594,9.553365,7.430395
2019-12-08 10:00:00,11.676,0.98653,7.261,17.858,3.5716,8.0361,6.2503
2019-12-08 11:00:00,11.834,0.986865,7.331,18.4512,3.69024,8.30304,6.45792
2019-12-08 12:00:00,12.325,0.987102,7.066,16.2558,3.25116,7.31511,5.68953
2019-12-08 13:00:00,12.687,0.987323,6.601,12.6214,2.52428,5.67963,4.41749
2019-12-08 14:00:00,12.921,0.987485,7.113,16.5762,3.31524,7.45929,5.80167
2019-12-08 15:00:00,13.577,0.987619,6.476,11.7485,2.3497,5.286825,4.111975
2019-12-08 16:00:00,14.648,0.987775,5.865,8.42582,1.685164,3.791619,2.949037
2019-12-08 17:00:00,16.02,0.987533,4.809,3.58039,0.716078,1.6111755,1.2531365
